CategoryID,Segment name,Display,Gmail,Discovery,Search,Shopping,Video
80425,/Employment/Career Consulting Services,YES,YES,YES,YES,NO,YES
80414,/Employment/Clerical & Administrative Jobs,YES,YES,YES,YES,NO,YES
80415,/Employment/Education Jobs,YES,YES,YES,YES,NO,YES
80416,/Employment/Executive & Management Jobs,YES,YES,YES,YES,NO,YES
80417,/Employment/Government & Public Sector Jobs,YES,YES,YES,YES,NO,YES
80418,/Employment/Health & Medical Jobs,YES,YES,YES,YES,NO,YES
80419,/Employment/IT & Technical Jobs,YES,YES,YES,YES,NO,YES
80424,/Employment/Internships,YES,YES,YES,YES,NO,YES
80420,/Employment/Legal Jobs,YES,YES,YES,YES,NO,YES
80426,/Employment/Resumes & Portfolios,YES,YES,YES,YES,NO,YES
80421,/Employment/Retail Jobs,YES,YES,YES,YES,NO,YES
80422,/Employment/Sales & Marketing Jobs,YES,YES,YES,YES,NO,YES
80423,/Employment/Temporary & Seasonal Jobs,YES,YES,YES,YES,NO,YES
80593,/Event Tickets,YES,YES,YES,YES,NO,YES
80597,/Event Tickets/Concert & Music Festival Tickets,YES,YES,YES,YES,NO,YES
80595,/Event Tickets/Performing Arts Tickets,YES,YES,YES,YES,NO,YES
80596,/Event Tickets/Performing Arts Tickets/Broadway & Theater Tickets,YES,YES,YES,YES,NO,YES
80598,/Event Tickets/Sports Tickets,YES,YES,YES,YES,NO,YES
80599,/Event Tickets/Sports Tickets/American Football Tickets,YES,YES,YES,YES,NO,YES
80600,/Event Tickets/Sports Tickets/Baseball Tickets,YES,YES,YES,YES,NO,YES
80601,/Event Tickets/Sports Tickets/Basketball Tickets,YES,YES,YES,YES,NO,YES
80602,/Event Tickets/Sports Tickets/Hockey Tickets,YES,YES,YES,YES,NO,YES
80603,/Event Tickets/Sports Tickets/Soccer Tickets,YES,YES,YES,YES,NO,YES
80130,/Financial Services,YES,YES,YES,YES,NO,YES
80132,/Financial Services/Banking Services,YES,YES,YES,YES,NO,YES
80142,/Financial Services/Banking Services/Debit & Checking Services,YES,YES,YES,YES,NO,YES
80409,/Financial Services/Banking Services/Savings Accounts,YES,YES,YES,YES,NO,YES
80135,/Financial Services/Credit & Lending,YES,YES,YES,YES,NO,YES
80140,/Financial Services/Credit & Lending/Auto Loans,YES,YES,YES,YES,NO,YES
80138,/Financial Services/Credit & Lending/Business Loans,YES,YES,YES,YES,NO,YES
80141,/Financial Services/Credit & Lending/Credit Cards,YES,YES,YES,YES,NO,YES
80410,/Financial Services/Credit & Lending/Credit Reports & Monitoring Services,YES,YES,YES,YES,NO,YES
80136,/Financial Services/Credit & Lending/Mortgage,YES,YES,YES,YES,NO,YES
80411,/Financial Services/Credit & Lending/Mortgage/Home Equity Loans,YES,YES,YES,YES,NO,YES
80153,/Financial Services/Credit & Lending/Mortgage/Home Purchase Loans,YES,YES,YES,YES,NO,YES
80152,/Financial Services/Credit & Lending/Mortgage/Mortgage Refinancing,YES,YES,YES,YES,NO,YES
80139,/Financial Services/Credit & Lending/Personal Loans,YES,YES,YES,YES,NO,YES
80192,/Financial Services/Credit & Lending/Student Loans,YES,YES,YES,YES,NO,YES
80133,/Financial Services/Financial Planning,YES,YES,YES,YES,NO,YES
80150,/Financial Services/Financial Planning/Estate Planning,YES,YES,YES,YES,NO,YES
80151,/Financial Services/Financial Planning/Retirement Planning,YES,YES,YES,YES,NO,YES
80134,/Financial Services/Insurance,YES,YES,YES,YES,NO,YES
80143,/Financial Services/Insurance/Auto Insurance,YES,YES,YES,YES,NO,YES
80144,/Financial Services/Insurance/Health Insurance,YES,YES,YES,YES,NO,YES
80191,/Financial Services/Insurance/Home Insurance,YES,YES,YES,YES,NO,YES
80145,/Financial Services/Insurance/Life Insurance,YES,YES,YES,YES,NO,YES
80146,/Financial Services/Insurance/Travel Insurance,YES,YES,YES,YES,NO,YES
80149,/Financial Services/Investment Services,YES,YES,YES,YES,NO,YES
80137,/Financial Services/Tax Preparation Services & Software,YES,YES,YES,YES,NO,YES
80891,/Food,NO,YES,YES,YES,NO,YES
80892,/Food/Baked Goods,NO,YES,NO,YES,NO,YES
80894,/Food/Candy & Chocolate,NO,YES,NO,YES,NO,YES
80895,/Food/Condiments & Sauces,NO,YES,NO,NO,NO,YES
80893,/Food/Cooking & Baking Ingredients,NO,YES,NO,NO,NO,YES
80969,/Food/Grocery Delivery,NO,NO,YES,YES,NO,YES
80970,/Food/Restaurant Delivery & Takeout,NO,NO,YES,YES,NO,YES
80464,/Gifts & Occasions,YES,YES,YES,YES,NO,YES
80507,/Gifts & Occasions/Flowers,YES,YES,YES,YES,NO,YES
80508,/Gifts & Occasions/Gift Baskets,YES,YES,YES,YES,NO,YES
80503,/Gifts & Occasions/Holiday Items & Decorations,YES,YES,YES,YES,NO,YES
80509,/Gifts & Occasions/Holiday Items & Decorations/Christmas Items & Decor,YES,YES,YES,YES,NO,YES
80510,/Gifts & Occasions/Holiday Items & Decorations/Halloween Items & Decor,YES,YES,YES,YES,NO,YES
80511,/Gifts & Occasions/Holiday Items & Decorations/Valentine's Day Items & Decor,YES,YES,YES,YES,NO,YES
80504,/Gifts & Occasions/Party Supplies & Planning,YES,YES,YES,YES,NO,YES
80512,/Gifts & Occasions/Party Supplies & Planning/Event Planning Services,YES,YES,YES,YES,NO,YES
80513,/Gifts & Occasions/Party Supplies & Planning/Party Supplies,YES,YES,YES,YES,NO,YES
80505,/Gifts & Occasions/Personalized Gifts,YES,YES,YES,YES,NO,YES
80506,/Gifts & Occasions/Photo & Video Services,YES,YES,YES,YES,NO,YES
80515,/Gifts & Occasions/Photo & Video Services/Event Photographers & Studios,YES,YES,YES,YES,NO,YES
80516,/Gifts & Occasions/Photo & Video Services/Photo Printing Services,YES,YES,YES,YES,NO,YES
80404,/Gifts & Occasions/Wedding Planning,YES,YES,YES,YES,NO,YES
80237,/Home & Garden,YES,YES,YES,YES,NO,YES
80915,/Home & Garden/Cookware & Bakeware,YES,YES,NO,YES,NO,YES
80483,/Home & Garden/Home & Garden Services,YES,YES,YES,YES,NO,YES
80484,/Home & Garden/Home & Garden Services/Architectural Services,YES,YES,YES,YES,NO,YES
80485,/Home & Garden/Home & Garden Services/Carpet Installation,YES,YES,YES,YES,NO,YES
80486,/Home & Garden/Home & Garden Services/Door & Window Installation,YES,YES,YES,YES,NO,YES
80487,/Home & Garden/Home & Garden Services/Electrician Services,YES,YES,YES,YES,NO,YES
80488,/Home & Garden/Home & Garden Services/Flooring Services,YES,YES,YES,YES,NO,YES
80490,/Home & Garden/Home & Garden Services/General Contracting & Remodeling Services,YES,YES,YES,YES,NO,YES
80491,/Home & Garden/Home & Garden Services/Home Cleaning Services,YES,YES,YES,YES,NO,YES
80492,/Home & Garden/Home & Garden Services/Home Inspection Services,YES,YES,YES,YES,NO,YES
80493,/Home & Garden/Home & Garden Services/Interior Design & Decorating Services,YES,YES,YES,YES,NO,YES
80494,/Home & Garden/Home & Garden Services/Landscape Design,YES,YES,YES,YES,NO,YES
80495,/Home & Garden/Home & Garden Services/Lawn & Garden Maintenance,NO,NO,NO,YES,NO,YES
80496,/Home & Garden/Home & Garden Services/Locksmith Services,YES,YES,YES,YES,NO,YES
80497,/Home & Garden/Home & Garden Services/Painting Services,YES,YES,YES,YES,NO,YES
80498,/Home & Garden/Home & Garden Services/Pest Control Services,YES,YES,YES,YES,NO,YES
80499,/Home & Garden/Home & Garden Services/Plumbing Services,YES,YES,YES,YES,NO,YES
80500,/Home & Garden/Home & Garden Services/Roofing Services,YES,YES,YES,YES,NO,YES
80238,/Home & Garden/Home Appliances,YES,YES,YES,YES,NO,YES
80897,/Home & Garden/Home Appliances/Climate Control Appliances,YES,YES,NO,YES,NO,YES
80898,/Home & Garden/Home Appliances/Climate Control Appliances/Air Conditioners,YES,YES,NO,NO,NO,YES
80899,/Home & Garden/Home Appliances/Climate Control Appliances/Fans,YES,YES,NO,NO,NO,NO
80260,/Home & Garden/Home Appliances/Cooking Ranges & Stoves,YES,YES,YES,YES,NO,YES
80258,/Home & Garden/Home Appliances/Dishwashers,YES,YES,YES,YES,NO,YES
80900,/Home & Garden/Home Appliances/Kitchen Appliance Accessories,NO,YES,NO,YES,NO,YES
80901,/Home & Garden/Home Appliances/Kitchen Appliance Accessories/Coffee Maker & Espresso Machine Accessories,NO,YES,NO,NO,NO,YES
80902,/Home & Garden/Home Appliances/Kitchen Appliance Accessories/Mixer & Blender Accessories,NO,YES,NO,NO,NO,YES
80903,/Home & Garden/Home Appliances/Kitchen Appliance Accessories/Refrigerator Accessories,NO,YES,NO,NO,NO,YES
80262,/Home & Garden/Home Appliances/Microwaves,YES,YES,YES,YES,NO,YES
80259,/Home & Garden/Home Appliances/Refrigerators,YES,YES,YES,YES,NO,YES
80265,/Home & Garden/Home Appliances/Small Appliances,YES,YES,YES,YES,NO,YES
80274,/Home & Garden/Home Appliances/Small Appliances/Coffee & Espresso Makers,YES,YES,YES,YES,NO,YES
80272,/Home & Garden/Home Appliances/Small Appliances/Juicers & Blenders,YES,YES,YES,YES,NO,YES
80273,/Home & Garden/Home Appliances/Small Appliances/Mixers,YES,YES,YES,YES,NO,YES
80261,/Home & Garden/Home Appliances/Vacuums,YES,YES,YES,YES,NO,YES
80257,/Home & Garden/Home Appliances/Washers & Dryers,YES,YES,YES,YES,NO,YES
80239,/Home & Garden/Home Decor,YES,YES,YES,YES,NO,YES
80904,/Home & Garden/Home Decor/Bedding,YES,YES,NO,YES,NO,YES
80255,/Home & Garden/Home Decor/Curtains & Window Treatments,YES,YES,YES,YES,NO,YES
80905,/Home & Garden/Home Decor/Curtains & Window Treatments/Curtains & Drapes,NO,YES,NO,NO,NO,YES
80906,/Home & Garden/Home Decor/Curtains & Window Treatments/Window Blinds & Shades,NO,YES,NO,NO,NO,YES
80876,/Home & Garden/Home Decor/Fine Art,NO,YES,NO,YES,NO,YES
80256,/Home & Garden/Home Decor/Fireplaces,YES,YES,YES,YES,NO,YES
80275,/Home & Garden/Home Decor/Lights & Fixtures,YES,YES,YES,YES,NO,YES
80907,/Home & Garden/Home Decor/Lights & Fixtures/Ceiling Light Fixtures,NO,YES,NO,YES,NO,YES
80908,/Home & Garden/Home Decor/Lights & Fixtures/Wall Light Fixtures,NO,YES,NO,NO,NO,YES
80909,/Home & Garden/Home Decor/Linens,NO,YES,NO,NO,NO,YES
80254,/Home & Garden/Home Decor/Rugs & Carpets,YES,YES,YES,YES,NO,YES
80240,/Home & Garden/Home Furnishings,YES,YES,YES,YES,NO,YES
80250,/Home & Garden/Home Furnishings/Bedroom,YES,YES,YES,YES,NO,YES
80910,/Home & Garden/Home Furnishings/Bedroom/Beds & Bed Frames,YES,YES,NO,YES,NO,YES
80911,/Home & Garden/Home Furnishings/Bedroom/Mattresses,YES,YES,NO,YES,NO,YES
80251,/Home & Garden/Home Furnishings/Home Office,YES,YES,YES,YES,NO,YES
80912,/Home & Garden/Home Furnishings/Home Office/Desks,NO,NO,NO,NO,NO,NO
80913,/Home & Garden/Home Furnishings/Home Office/Office Chairs,NO,YES,NO,NO,NO,YES
80502,/Home & Garden/Home Furnishings/Home Storage & Shelving,YES,YES,YES,YES,NO,YES
80249,/Home & Garden/Home Furnishings/Kitchen & Dining Room,YES,YES,YES,YES,NO,YES
80917,/Home & Garden/Home Furnishings/Kitchen & Dining Room/Kitchen & Dining Room Chairs,NO,YES,NO,NO,NO,YES
80916,/Home & Garden/Home Furnishings/Kitchen & Dining Room/Kitchen & Dining Room Tables,NO,YES,NO,YES,NO,YES
80918,/Home & Garden/Home Furnishings/Kitchen & Dining Room/Stools,NO,YES,NO,NO,NO,YES
80248,/Home & Garden/Home Furnishings/Living Room,YES,YES,YES,YES,NO,YES
80942,/Home & Garden/Home Furnishings/Living Room/Accent Tables,YES,YES,NO,NO,NO,NO
80941,/Home & Garden/Home Furnishings/Living Room/Sofas,YES,YES,NO,NO,NO,NO
80252,/Home & Garden/Home Furnishings/Nursery,YES,YES,YES,YES,NO,YES
80241,/Home & Garden/Home Improvement,YES,YES,YES,YES,NO,YES
80268,/Home & Garden/Home Improvement/Flooring,YES,YES,YES,YES,NO,YES
80266,/Home & Garden/Home Improvement/Kitchen & Bathroom Cabinets,YES,YES,YES,YES,NO,YES
80267,/Home & Garden/Home Improvement/Kitchen & Bathroom Counters,YES,YES,YES,YES,NO,YES
80270,/Home & Garden/Home Improvement/Paint,YES,YES,YES,YES,NO,YES
80919,/Home & Garden/Home Improvement/Plumbing Fixture Hardware & Parts,NO,YES,NO,YES,NO,YES
80269,/Home & Garden/Home Improvement/Plumbing Fixtures,YES,YES,YES,YES,NO,YES
80920,/Home & Garden/Home Improvement/Power & Electrical Supplies,NO,YES,NO,YES,NO,YES
80271,/Home & Garden/Home Improvement/Tools,YES,YES,YES,YES,NO,YES
80921,/Home & Garden/Home Improvement/Tools/Measuring Tools & Sensors,NO,YES,NO,NO,NO,YES
80242,/Home & Garden/Home Security,YES,YES,YES,YES,NO,YES
80922,/Home & Garden/Household Supplies,YES,YES,NO,YES,NO,YES
80923,/Home & Garden/Household Supplies/Household Cleaning Supplies,YES,YES,NO,YES,NO,YES
80924,/Home & Garden/Household Supplies/Pest Control Supplies,YES,YES,NO,NO,NO,YES
80945,/Home & Garden/Kitchen Tools & Utensils,YES,YES,NO,NO,NO,NO
80501,/Home & Garden/Outdoor Items,YES,YES,YES,YES,NO,YES
80925,/Home & Garden/Outdoor Items/BBQ & Grill Accessories,NO,YES,NO,NO,NO,YES
80264,/Home & Garden/Outdoor Items/BBQs & Grills,YES,YES,YES,YES,NO,YES
80253,/Home & Garden/Outdoor Items/Garden & Outdoor Furniture,YES,YES,YES,YES,NO,YES
80926,/Home & Garden/Outdoor Items/Garden & Outdoor Furniture/Outdoor Furniture Sets,NO,YES,NO,YES,NO,YES
80927,/Home & Garden/Outdoor Items/Garden Sheds & Outdoor Structures,YES,YES,NO,YES,NO,YES
80896,/Home & Garden/Outdoor Items/Lawn Care & Gardening Supplies,YES,YES,NO,YES,NO,YES
80263,/Home & Garden/Outdoor Items/Lawn Mowers,YES,YES,YES,YES,NO,YES
80243,/Home & Garden/Outdoor Items/Pools & Spas,YES,YES,YES,YES,NO,YES
80873,/Home & Garden/Pet Supplies,YES,YES,NO,YES,NO,YES
80936,/Home & Garden/Pet Supplies/Cat Food & Supplies,YES,YES,NO,NO,NO,NO
80935,/Home & Garden/Pet Supplies/Dog Food & Supplies,YES,YES,NO,NO,NO,NO
80914,/Home & Garden/Tableware,YES,YES,NO,YES,NO,YES
80928,/Media,NO,YES,NO,YES,NO,YES
80932,/Media/Audio Streaming Subscription Services,NO,NO,NO,NO,NO,NO
80929,/Media/Books,NO,YES,NO,YES,NO,YES
80930,/Media/DVDs & Videos,NO,YES,NO,YES,NO,YES
80931,/Media/Video Games,NO,YES,NO,YES,NO,YES
80933,/Media/Video Streaming Subscription Services,NO,NO,NO,NO,NO,NO
80875,/Musical Instruments & Accessories,YES,YES,NO,YES,NO,YES
80131,/Real Estate,YES,YES,YES,YES,NO,YES
80204,/Real Estate/Commercial Properties,YES,YES,YES,YES,NO,YES
80161,/Real Estate/Commercial Properties/Commercial Properties (For Rent),YES,YES,YES,YES,NO,YES
80158,/Real Estate/Commercial Properties/Commercial Properties (For Sale),YES,YES,YES,YES,NO,YES
80403,/Real Estate/Moving & Relocation,YES,YES,YES,YES,NO,YES
80205,/Real Estate/Residential Properties,YES,YES,YES,YES,NO,YES
80155,/Real Estate/Residential Properties/Residential Properties (For Rent),YES,YES,YES,YES,NO,YES
80160,/Real Estate/Residential Properties/Residential Properties (For Rent)/Apartments (For Rent),YES,YES,YES,YES,NO,YES
80162,/Real Estate/Residential Properties/Residential Properties (For Rent)/Apartments (For Rent)/Furnished Apartments,NO,NO,NO,YES,NO,YES
80163,/Real Estate/Residential Properties/Residential Properties (For Rent)/Apartments (For Rent)/Unfurnished Apartments,NO,NO,NO,YES,NO,YES
80159,/Real Estate/Residential Properties/Residential Properties (For Rent)/Houses (For Rent),YES,YES,YES,YES,NO,YES
80157,/Real Estate/Residential Properties/Residential Properties (For Sale),YES,YES,YES,YES,NO,YES
80203,/Real Estate/Residential Properties/Residential Properties (For Sale)/Apartments (For Sale),YES,YES,YES,YES,NO,YES
80167,/Real Estate/Residential Properties/Residential Properties (For Sale)/Apartments (For Sale)/New Apartments (For Sale),YES,YES,YES,YES,NO,YES
80165,/Real Estate/Residential Properties/Residential Properties (For Sale)/Apartments (For Sale)/Preowned Apartments (For Sale),YES,YES,YES,YES,NO,YES
80202,/Real Estate/Residential Properties/Residential Properties (For Sale)/Houses (For Sale),YES,YES,YES,YES,NO,YES
80166,/Real Estate/Residential Properties/Residential Properties (For Sale)/Houses (For Sale)/New Houses (For Sale),YES,YES,YES,YES,NO,YES
80164,/Real Estate/Residential Properties/Residential Properties (For Sale)/Houses (For Sale)/Preowned Houses (For Sale),YES,YES,YES,YES,NO,YES
80955,/Seasonal Shopping,YES,YES,YES,YES,NO,YES
80956,/Seasonal Shopping/Back-to-School Shopping,YES,YES,YES,YES,NO,YES
80963,/Seasonal Shopping/Back-to-School Shopping/Back-to-School Apparel & Accessories,YES,YES,YES,YES,NO,YES
80962,/Seasonal Shopping/Back-to-School Shopping/School Supplies,YES,YES,YES,YES,NO,YES
80957,/Seasonal Shopping/Black Friday Shopping,YES,YES,YES,YES,NO,YES
80965,/Seasonal Shopping/Black Friday Shopping/In-Store Black Friday Shopping,YES,YES,YES,YES,NO,YES
80964,/Seasonal Shopping/Black Friday Shopping/Online Black Friday Shopping,YES,YES,YES,YES,NO,YES
80958,/Seasonal Shopping/Christmas Shopping,YES,YES,YES,YES,NO,YES
80968,/Seasonal Shopping/Christmas Shopping/After-Christmas Sale Shopping,YES,YES,YES,YES,NO,YES
80967,/Seasonal Shopping/Christmas Shopping/In-Store Christmas Shopping,YES,YES,YES,YES,NO,YES
80966,/Seasonal Shopping/Christmas Shopping/Online Christmas Shopping,YES,YES,YES,YES,NO,YES
80959,/Seasonal Shopping/Mother's Day Shopping,YES,YES,YES,YES,NO,YES
80960,/Seasonal Shopping/Mother's Day Shopping/Mother's Day Dining,YES,YES,YES,YES,NO,YES
80961,/Seasonal Shopping/Mother's Day Shopping/Mother's Day Flowers & Greeting Cards,YES,YES,YES,YES,NO,YES
80276,/Software,YES,YES,YES,YES,NO,YES
80281,/Software/Accounting Software,YES,YES,YES,YES,NO,YES
80277,/Software/Antivirus & Security Software,YES,YES,YES,YES,NO,YES
80278,/Software/Audio & Music Software,YES,YES,YES,YES,NO,YES
80279,/Software/Business & Productivity Software,YES,YES,YES,YES,NO,YES
80280,/Software/Design Software,YES,YES,YES,YES,NO,YES
80283,/Software/Design Software/Drawing & Animation Software,YES,YES,YES,YES,NO,YES
80284,/Software/Design Software/Photo Software,YES,YES,YES,YES,NO,YES
80282,/Software/Video Software,YES,YES,YES,YES,NO,YES
80545,/Sports & Fitness,YES,YES,YES,YES,NO,YES
80548,/Sports & Fitness/Fitness Products & Services,YES,YES,YES,YES,NO,YES
80559,/Sports & Fitness/Fitness Products & Services/Exercise Equipment,YES,YES,YES,YES,NO,YES
80590,/Sports & Fitness/Fitness Products & Services/Exercise Equipment/Fitness Technology Products,YES,YES,NO,NO,NO,NO
80591,/Sports & Fitness/Fitness Products & Services/Exercise Equipment/Weights & Strength Training Equipment,YES,YES,NO,YES,NO,YES
80560,/Sports & Fitness/Fitness Products & Services/Fitness Classes & Personal Training Services,YES,YES,YES,YES,NO,YES
80561,/Sports & Fitness/Fitness Products & Services/Gyms & Athletic Clubs,YES,YES,YES,YES,NO,YES
80549,/Sports & Fitness/Outdoor Recreational Equipment,YES,YES,YES,YES,NO,YES
80562,/Sports & Fitness/Outdoor Recreational Equipment/Camping & Hiking Equipment,YES,YES,YES,YES,NO,YES
80563,/Sports & Fitness/Outdoor Recreational Equipment/Fishing Equipment,YES,YES,YES,YES,NO,YES
80550,/Sports & Fitness/Sporting Goods,YES,YES,YES,YES,NO,YES
80566,/Sports & Fitness/Sporting Goods/Baseball Equipment,NO,NO,NO,YES,NO,YES
80569,/Sports & Fitness/Sporting Goods/Golf Equipment,YES,YES,YES,YES,NO,YES
80570,/Sports & Fitness/Sporting Goods/Hockey Equipment,NO,NO,NO,YES,NO,YES
80571,/Sports & Fitness/Sporting Goods/Skateboarding Equipment,NO,NO,NO,YES,NO,YES
80572,/Sports & Fitness/Sporting Goods/Soccer Equipment,NO,NO,NO,YES,NO,YES
80575,/Sports & Fitness/Sporting Goods/Water Activities Equipment & Accessories,NO,NO,NO,YES,NO,YES
80576,/Sports & Fitness/Sporting Goods/Winter Sports Equipment & Accessories,YES,YES,YES,YES,NO,YES
80303,/Telecom,YES,YES,YES,YES,NO,YES
80304,/Telecom/Cable & Satellite TV Providers,YES,YES,YES,YES,NO,YES
80305,/Telecom/Internet Service Providers,YES,YES,YES,YES,NO,YES
80306,/Telecom/Mobile Phone Service Providers,YES,YES,YES,YES,NO,YES
80287,/Travel,YES,YES,YES,YES,NO,YES
80288,/Travel/Air Travel,YES,YES,YES,YES,NO,YES
80393,/Travel/Air Travel/Air Travel by Class,YES,YES,YES,YES,NO,YES
80397,/Travel/Air Travel/Air Travel by Class/Business & First Class,YES,YES,YES,YES,NO,YES
80398,/Travel/Air Travel/Air Travel by Class/Economy Class,YES,YES,YES,YES,NO,YES
80604,/Travel/Bus & Rail Travel,YES,YES,YES,YES,NO,YES
80289,/Travel/Car Rental,YES,YES,YES,YES,NO,YES
80405,"/Travel/Car Rental/Economy, Compact & Mid-size Car Rental",YES,YES,YES,YES,NO,YES
80406,/Travel/Car Rental/Full-size & Standard Car Rental,YES,YES,YES,YES,NO,YES
80407,"/Travel/Car Rental/Luxury, Convertible & Specialty Car Rental",YES,YES,YES,YES,NO,YES
80408,/Travel/Car Rental/Minivan & SUV Rental,YES,YES,YES,YES,NO,YES
80290,/Travel/Cruises,YES,YES,YES,YES,NO,YES
80291,/Travel/Hotels & Accommodations,YES,YES,YES,YES,NO,YES
80396,/Travel/Hotels & Accommodations/Hotels by Star Rating,YES,YES,YES,YES,NO,YES
80399,/Travel/Hotels & Accommodations/Hotels by Star Rating/1 & 2 Star Hotels,YES,YES,YES,YES,NO,YES
80400,/Travel/Hotels & Accommodations/Hotels by Star Rating/3 Star Hotels,YES,YES,YES,YES,NO,YES
80401,/Travel/Hotels & Accommodations/Hotels by Star Rating/4 Star Hotels,YES,YES,YES,YES,NO,YES
80402,/Travel/Hotels & Accommodations/Hotels by Star Rating/5 Star Hotels,YES,YES,YES,YES,NO,YES
80465,/Travel/Hotels & Accommodations/Vacation Rentals,YES,YES,YES,YES,NO,YES
80865,/Travel/Sightseeing Tours & Tourist Attractions,YES,YES,NO,NO,NO,NO
80605,/Travel/Trips by Destination,YES,YES,YES,YES,NO,YES
80606,/Travel/Trips by Destination/Trips to Asia-Pacific,YES,YES,YES,YES,NO,YES
80695,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to Australia,YES,YES,YES,YES,NO,YES
80696,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to Australia/Trips to Brisbane,YES,YES,YES,YES,NO,YES
80619,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to Australia/Trips to Melbourne,YES,YES,YES,YES,NO,YES
80697,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to Australia/Trips to Perth,YES,YES,YES,YES,NO,YES
80626,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to Australia/Trips to Sydney,YES,YES,YES,YES,NO,YES
80698,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to China,YES,YES,YES,YES,NO,YES
80613,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to China/Trips to Beijing,YES,YES,YES,YES,NO,YES
80699,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to China/Trips to Chengdu,NO,YES,YES,YES,NO,YES
80700,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to China/Trips to Guangzhou,YES,YES,YES,YES,NO,YES
80624,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to China/Trips to Shanghai,YES,YES,YES,YES,NO,YES
80615,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to Hong Kong,YES,YES,YES,YES,NO,YES
80616,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to India,YES,YES,YES,YES,NO,YES
80701,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to India/Trips to Ahmedabad,NO,YES,YES,YES,NO,YES
80702,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to India/Trips to Bangalore,YES,YES,YES,YES,NO,YES
80704,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to India/Trips to Chennai,YES,YES,YES,YES,NO,YES
80706,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to India/Trips to Delhi,YES,YES,YES,YES,NO,YES
80707,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to India/Trips to Goa,YES,YES,YES,YES,NO,YES
80708,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to India/Trips to Hyderabad,YES,YES,YES,YES,NO,YES
80709,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to India/Trips to Jaipur,YES,YES,YES,YES,NO,YES
80705,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to India/Trips to Kochi (India),NO,YES,YES,YES,NO,YES
80703,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to India/Trips to Kolkata,YES,YES,YES,YES,NO,YES
80710,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to India/Trips to Mumbai,YES,YES,YES,YES,NO,YES
80711,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to India/Trips to Pune,NO,YES,YES,YES,NO,YES
80712,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to Indonesia,YES,YES,YES,YES,NO,YES
80611,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to Indonesia/Trips to Bali,YES,YES,YES,YES,NO,YES
80713,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to Indonesia/Trips to Bandung,NO,YES,YES,YES,NO,YES
80714,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to Indonesia/Trips to Jakarta,YES,YES,YES,YES,NO,YES
80715,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to Japan,YES,YES,YES,YES,NO,YES
80614,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to Japan/Trips to Fukuoka,YES,YES,YES,YES,NO,YES
80617,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to Japan/Trips to Kyoto-Osaka-Kobe,YES,YES,YES,YES,NO,YES
80620,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to Japan/Trips to Nagoya,YES,YES,YES,YES,NO,YES
80716,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to Japan/Trips to Okinawa,YES,YES,YES,YES,NO,YES
80717,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to Japan/Trips to Sapporo,YES,YES,YES,YES,NO,YES
80628,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to Japan/Trips to Tokyo,YES,YES,YES,YES,NO,YES
80618,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to Malaysia,YES,YES,YES,YES,NO,YES
80718,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to Malaysia/Trips to Kuala Lumpur,YES,YES,YES,YES,NO,YES
80719,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to Malaysia/Trips to Penang,NO,YES,YES,YES,NO,YES
80720,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to Nepal,YES,YES,YES,YES,NO,YES
80621,/Travel/Trips by Destination/Trips to Asia-Pacific/Trips to New Zealand,YES,YES,YES,YES,NO,YES
